read_id,original_length,post_quality_length,post_adapter_length,final_length,quality_bases_removed,adapter_bases_removed,total_bases_removed,status
SRR13921545.1109,100,100,100,100,0,0,0,retained
SRR13921545.1110,100,100,100,100,0,0,0,retained
SRR13921545.1111,100,100,100,100,0,0,0,retained
SRR13921545.1112,100,100,100,100,0,0,0,retained
SRR13921545.1113,100,100,100,100,0,0,0,retained
SRR13921545.1114,100,100,100,100,0,0,0,retained
SRR13921545.1115,100,100,100,100,0,0,0,retained
SRR13921545.1116,100,100,100,100,0,0,0,retained
SRR13921545.1117,100,100,100,100,0,0,0,retained
SRR13921545.1118,100,100,100,100,0,0,0,retained
SRR13921545.1119,100,100,100,100,0,0,0,retained
SRR13921545.1120,100,100,100,100,0,0,0,retained
SRR13921545.1121,100,100,100,100,0,0,0,retained
SRR13921545.1122,100,100,84,84,0,16,16,retained
SRR13921545.1123,100,100,100,100,0,0,0,retained
SRR13921545.1124,100,100,100,100,0,0,0,retained
SRR13921545.1125,100,100,100,100,0,0,0,retained
SRR13921545.1126,100,100,100,100,0,0,0,retained
SRR13921545.1127,100,100,100,100,0,0,0,retained
SRR13921545.1128,100,100,100,100,0,0,0,retained
SRR13921545.1129,100,100,100,100,0,0,0,retained
SRR13921545.1130,100,100,100,100,0,0,0,retained
SRR13921545.1131,100,100,100,100,0,0,0,retained
SRR13921545.1132,100,100,100,100,0,0,0,retained
SRR13921545.1133,100,100,100,100,0,0,0,retained
SRR13921545.1134,100,100,100,100,0,0,0,retained
SRR13921545.1135,100,100,100,100,0,0,0,retained
SRR13921545.1136,100,100,100,100,0,0,0,retained
SRR13921545.1137,100,100,100,100,0,0,0,retained
SRR13921545.1138,100,100,100,100,0,0,0,retained
SRR13921545.1139,100,100,100,100,0,0,0,retained
SRR13921545.1140,100,100,100,100,0,0,0,retained
SRR13921545.1141,100,100,100,100,0,0,0,retained
SRR13921545.1142,100,100,100,100,0,0,0,retained
SRR13921545.1143,100,100,100,100,0,0,0,retained
SRR13921545.1144,100,100,100,100,0,0,0,retained
SRR13921545.1145,100,100,100,100,0,0,0,retained
SRR13921545.1146,100,100,100,100,0,0,0,retained
SRR13921545.1147,100,100,100,100,0,0,0,retained
SRR13921545.1148,100,100,100,100,0,0,0,retained
SRR13921545.1149,100,100,100,100,0,0,0,retained
SRR13921545.1150,100,100,100,100,0,0,0,retained
SRR13921545.1151,100,100,100,100,0,0,0,retained
SRR13921545.1152,100,100,100,100,0,0,0,retained
SRR13921545.1153,100,100,100,100,0,0,0,retained
SRR13921545.1154,100,100,100,100,0,0,0,retained
SRR13921545.1155,100,100,100,100,0,0,0,retained
SRR13921545.1156,100,100,100,100,0,0,0,retained
SRR13921545.1157,100,100,100,100,0,0,0,retained
SRR13921545.1158,100,100,100,100,0,0,0,retained
SRR13921545.1159,100,100,100,100,0,0,0,retained
SRR13921545.1160,100,100,100,100,0,0,0,retained
SRR13921545.1161,100,100,100,100,0,0,0,retained
SRR13921545.1162,100,100,100,100,0,0,0,retained
SRR13921545.1163,100,100,100,100,0,0,0,retained
SRR13921545.1164,100,100,100,100,0,0,0,retained
SRR13921545.1165,100,100,100,100,0,0,0,retained
SRR13921545.1166,100,100,100,100,0,0,0,retained
SRR13921545.1167,100,100,100,100,0,0,0,retained
SRR13921545.1168,100,100,100,100,0,0,0,retained
SRR13921545.1169,100,100,100,100,0,0,0,retained
SRR13921545.1170,100,100,100,100,0,0,0,retained
SRR13921545.1171,100,100,100,100,0,0,0,retained
SRR13921545.1172,100,100,100,100,0,0,0,retained
SRR13921545.1173,100,100,100,100,0,0,0,retained
SRR13921545.1174,100,100,100,100,0,0,0,retained
SRR13921545.1175,100,100,100,100,0,0,0,retained
SRR13921545.1176,100,100,100,100,0,0,0,retained
SRR13921545.1177,100,100,100,100,0,0,0,retained
SRR13921545.1178,100,100,100,100,0,0,0,retained
SRR13921545.1179,100,100,100,100,0,0,0,retained
SRR13921545.1180,100,100,100,100,0,0,0,retained
SRR13921545.1181,100,100,100,100,0,0,0,retained
SRR13921545.1182,100,100,100,100,0,0,0,retained
SRR13921545.1183,100,100,100,100,0,0,0,retained
SRR13921545.1184,100,100,100,100,0,0,0,retained
SRR13921545.1185,100,100,100,100,0,0,0,retained
SRR13921545.1186,100,100,100,100,0,0,0,retained
SRR13921545.1187,100,100,100,100,0,0,0,retained
SRR13921545.1188,100,100,100,100,0,0,0,retained
SRR13921545.1189,100,100,100,100,0,0,0,retained
SRR13921545.1190,100,100,100,100,0,0,0,retained
SRR13921545.1191,100,100,100,100,0,0,0,retained
SRR13921545.1192,100,100,100,100,0,0,0,retained
SRR13921545.1193,100,100,100,100,0,0,0,retained
SRR13921545.1194,100,100,100,100,0,0,0,retained
SRR13921545.1195,100,100,100,100,0,0,0,retained
SRR13921545.1196,100,100,100,100,0,0,0,retained
SRR13921545.1197,100,100,100,100,0,0,0,retained
SRR13921545.1198,100,100,100,100,0,0,0,retained
SRR13921545.1199,100,100,100,100,0,0,0,retained
SRR13921545.1200,100,100,100,100,0,0,0,retained
SRR13921545.1201,100,100,100,100,0,0,0,retained
SRR13921545.1202,100,100,100,100,0,0,0,retained
SRR13921545.1203,100,100,100,100,0,0,0,retained
SRR13921545.1204,100,100,100,100,0,0,0,retained
SRR13921545.1205,100,100,100,100,0,0,0,retained
SRR13921545.1206,100,100,100,100,0,0,0,retained
SRR13921545.1207,100,100,100,100,0,0,0,retained
SRR13921545.1208,100,100,100,100,0,0,0,retained
SRR13921545.1209,100,100,100,100,0,0,0,retained
SRR13921545.1210,100,100,100,100,0,0,0,retained
SRR13921545.1211,100,100,100,100,0,0,0,retained
SRR13921545.1212,100,100,100,100,0,0,0,retained
SRR13921545.1213,100,100,100,100,0,0,0,retained
SRR13921545.1214,100,100,100,100,0,0,0,retained
SRR13921545.1215,100,100,100,100,0,0,0,retained
SRR13921545.1216,100,100,100,100,0,0,0,retained
SRR13921545.1217,100,100,100,100,0,0,0,retained
SRR13921545.1218,100,100,100,100,0,0,0,retained
SRR13921545.1219,100,100,100,100,0,0,0,retained
SRR13921545.1220,100,100,100,100,0,0,0,retained
SRR13921545.1221,100,100,100,100,0,0,0,retained
SRR13921545.1222,100,100,100,100,0,0,0,retained
SRR13921545.1223,100,100,100,100,0,0,0,retained
SRR13921545.1224,100,100,100,100,0,0,0,retained
SRR13921545.1225,100,100,100,100,0,0,0,retained
SRR13921545.1226,100,100,100,100,0,0,0,retained
SRR13921545.1227,100,99,99,99,1,0,1,retained
SRR13921545.1228,100,100,100,100,0,0,0,retained
SRR13921545.1229,100,100,100,100,0,0,0,retained
SRR13921545.1230,100,100,100,100,0,0,0,retained
SRR13921545.1231,100,100,100,100,0,0,0,retained
SRR13921545.1232,100,100,100,100,0,0,0,retained
SRR13921545.1233,100,100,100,100,0,0,0,retained
SRR13921545.1234,100,100,100,100,0,0,0,retained
SRR13921545.1235,100,100,100,100,0,0,0,retained
SRR13921545.1236,100,100,100,100,0,0,0,retained
SRR13921545.1237,100,100,100,100,0,0,0,retained
SRR13921545.1238,100,100,100,100,0,0,0,retained
SRR13921545.1239,100,100,100,100,0,0,0,retained
SRR13921545.1240,100,100,100,100,0,0,0,retained
SRR13921545.1241,100,100,100,100,0,0,0,retained
SRR13921545.1242,100,100,100,100,0,0,0,retained
SRR13921545.1243,100,100,100,100,0,0,0,retained
SRR13921545.1244,100,100,100,100,0,0,0,retained
SRR13921545.1245,100,100,100,100,0,0,0,retained
SRR13921545.1246,100,100,100,100,0,0,0,retained
SRR13921545.1247,100,100,100,100,0,0,0,retained
SRR13921545.1248,100,100,100,100,0,0,0,retained
SRR13921545.1249,100,100,100,100,0,0,0,retained
SRR13921545.1250,100,99,99,99,1,0,1,retained
SRR13921545.1251,100,100,100,100,0,0,0,retained
SRR13921545.1252,100,100,100,100,0,0,0,retained
SRR13921545.1253,100,100,100,100,0,0,0,retained
SRR13921545.1254,100,100,100,100,0,0,0,retained
SRR13921545.1255,100,100,100,100,0,0,0,retained
SRR13921545.1256,100,100,100,100,0,0,0,retained
SRR13921545.1257,100,100,100,100,0,0,0,retained
SRR13921545.1258,100,99,99,99,1,0,1,retained
SRR13921545.1259,100,100,100,100,0,0,0,retained
SRR13921545.1260,100,100,100,100,0,0,0,retained
SRR13921545.1261,100,100,100,100,0,0,0,retained
SRR13921545.1262,100,99,99,99,1,0,1,retained
SRR13921545.1263,100,100,100,100,0,0,0,retained
SRR13921545.1264,100,100,100,100,0,0,0,retained
SRR13921545.1265,100,100,100,100,0,0,0,retained
SRR13921545.1266,100,100,100,100,0,0,0,retained
SRR13921545.1267,100,100,100,100,0,0,0,retained
SRR13921545.1268,100,100,100,100,0,0,0,retained
SRR13921545.1269,100,100,100,100,0,0,0,retained
SRR13921545.1270,100,100,100,100,0,0,0,retained
SRR13921545.1271,100,100,100,100,0,0,0,retained
SRR13921545.1272,100,100,100,100,0,0,0,retained
SRR13921545.1273,100,100,100,100,0,0,0,retained
SRR13921545.1274,100,100,100,100,0,0,0,retained
SRR13921545.1275,100,100,100,100,0,0,0,retained
SRR13921545.1276,100,100,74,74,0,26,26,discarded_too_short
SRR13921545.1277,100,100,100,100,0,0,0,retained
SRR13921545.1278,100,100,100,100,0,0,0,retained
SRR13921545.1279,100,100,100,100,0,0,0,retained
SRR13921545.1280,100,100,100,100,0,0,0,retained
SRR13921545.1281,100,100,100,100,0,0,0,retained
SRR13921545.1282,100,100,100,100,0,0,0,retained
SRR13921545.1283,100,100,100,100,0,0,0,retained
SRR13921545.1284,100,100,100,100,0,0,0,retained
SRR13921545.1285,100,100,100,100,0,0,0,retained
SRR13921545.1286,100,100,100,100,0,0,0,retained
SRR13921545.1287,100,100,100,100,0,0,0,retained
SRR13921545.1288,100,100,100,100,0,0,0,retained
SRR13921545.1289,100,100,100,100,0,0,0,retained
SRR13921545.1290,100,100,100,100,0,0,0,retained
SRR13921545.1291,100,100,85,85,0,15,15,retained
SRR13921545.1292,100,100,100,100,0,0,0,retained
SRR13921545.1293,100,100,100,100,0,0,0,retained
SRR13921545.1294,100,100,100,100,0,0,0,retained
SRR13921545.1295,100,100,100,100,0,0,0,retained
SRR13921545.1296,100,100,100,100,0,0,0,retained
SRR13921545.1297,100,100,100,100,0,0,0,retained
SRR13921545.1298,100,100,100,100,0,0,0,retained
SRR13921545.1299,100,100,100,100,0,0,0,retained
SRR13921545.1300,100,100,100,100,0,0,0,retained
SRR13921545.1301,100,100,100,100,0,0,0,retained
SRR13921545.1302,100,100,100,100,0,0,0,retained
SRR13921545.1303,100,100,100,100,0,0,0,retained
SRR13921545.1304,100,100,100,100,0,0,0,retained
SRR13921545.1305,100,100,100,100,0,0,0,retained
SRR13921545.1306,100,100,100,100,0,0,0,retained
SRR13921545.1307,100,100,100,100,0,0,0,retained
SRR13921545.1308,100,100,100,100,0,0,0,retained
SRR13921545.1309,100,100,100,100,0,0,0,retained
SRR13921545.1310,100,100,100,100,0,0,0,retained
SRR13921545.1311,100,100,100,100,0,0,0,retained
SRR13921545.1312,100,100,100,100,0,0,0,retained
SRR13921545.1313,100,100,100,100,0,0,0,retained
SRR13921545.1314,100,100,100,100,0,0,0,retained
SRR13921545.1315,100,100,100,100,0,0,0,retained
SRR13921545.1316,100,100,100,100,0,0,0,retained
SRR13921545.1317,100,100,100,100,0,0,0,retained
SRR13921545.1318,100,100,100,100,0,0,0,retained
SRR13921545.1319,100,100,100,100,0,0,0,retained
SRR13921545.1320,100,100,100,100,0,0,0,retained
SRR13921545.1321,100,100,100,100,0,0,0,retained
SRR13921545.1322,100,100,100,100,0,0,0,retained
SRR13921545.1323,100,100,100,100,0,0,0,retained
SRR13921545.1324,100,100,100,100,0,0,0,retained
SRR13921545.1325,100,100,100,100,0,0,0,retained
SRR13921545.1326,100,100,100,100,0,0,0,retained
SRR13921545.1327,100,100,100,100,0,0,0,retained
SRR13921545.1328,100,100,100,100,0,0,0,retained
SRR13921545.1329,100,100,100,100,0,0,0,retained
SRR13921545.1330,100,100,100,100,0,0,0,retained
SRR13921545.1331,100,100,100,100,0,0,0,retained
SRR13921545.1332,100,100,100,100,0,0,0,retained
SRR13921545.1333,100,100,100,100,0,0,0,retained
SRR13921545.1334,100,100,100,100,0,0,0,retained
SRR13921545.1335,100,100,100,100,0,0,0,retained
SRR13921545.1336,100,100,100,100,0,0,0,retained
SRR13921545.1337,100,100,100,100,0,0,0,retained
SRR13921545.1338,100,100,100,100,0,0,0,retained
SRR13921545.1339,100,100,100,100,0,0,0,retained
SRR13921545.1340,100,100,100,100,0,0,0,retained
SRR13921545.1341,100,100,100,100,0,0,0,retained
SRR13921545.1342,100,100,100,100,0,0,0,retained
SRR13921545.1343,100,100,100,100,0,0,0,retained
SRR13921545.1344,100,100,100,100,0,0,0,retained
SRR13921545.1345,100,100,100,100,0,0,0,retained
SRR13921545.1346,100,100,100,100,0,0,0,retained
SRR13921545.1347,100,100,100,100,0,0,0,retained
SRR13921545.1348,100,100,100,100,0,0,0,retained
SRR13921545.1349,100,100,100,100,0,0,0,retained
SRR13921545.1350,100,100,100,100,0,0,0,retained
SRR13921545.1351,100,100,100,100,0,0,0,retained
SRR13921545.1352,100,100,100,100,0,0,0,retained
SRR13921545.1353,100,100,100,100,0,0,0,retained
SRR13921545.1354,100,100,100,100,0,0,0,retained
SRR13921545.1355,100,100,100,100,0,0,0,retained
SRR13921545.1356,100,100,100,100,0,0,0,retained
SRR13921545.1357,100,100,100,100,0,0,0,retained
SRR13921545.1358,100,100,100,100,0,0,0,retained
SRR13921545.1359,100,100,100,100,0,0,0,retained
SRR13921545.1360,100,100,100,100,0,0,0,retained
SRR13921545.1361,100,100,100,100,0,0,0,retained
SRR13921545.1362,100,100,100,100,0,0,0,retained
SRR13921545.1363,100,100,100,100,0,0,0,retained
SRR13921545.1364,100,100,100,100,0,0,0,retained
SRR13921545.1365,100,100,100,100,0,0,0,retained
SRR13921545.1366,100,100,100,100,0,0,0,retained
SRR13921545.1367,100,100,100,100,0,0,0,retained
SRR13921545.1368,100,100,100,100,0,0,0,retained
SRR13921545.1369,100,100,100,100,0,0,0,retained
SRR13921545.1370,100,100,100,100,0,0,0,retained
SRR13921545.1371,100,100,100,100,0,0,0,retained
SRR13921545.1372,100,100,100,100,0,0,0,retained
SRR13921545.1373,100,100,100,100,0,0,0,retained
SRR13921545.1374,100,100,100,100,0,0,0,retained
SRR13921545.1375,100,99,99,99,1,0,1,retained
SRR13921545.1376,100,100,100,100,0,0,0,retained
SRR13921545.1377,100,100,100,100,0,0,0,retained
SRR13921545.1378,100,100,100,100,0,0,0,retained
SRR13921545.1379,100,100,100,100,0,0,0,retained
SRR13921545.1380,100,100,100,100,0,0,0,retained
SRR13921545.1381,100,100,100,100,0,0,0,retained
SRR13921545.1382,100,100,100,100,0,0,0,retained
SRR13921545.1383,100,100,100,100,0,0,0,retained
SRR13921545.1384,100,100,100,100,0,0,0,retained
SRR13921545.1385,100,100,100,100,0,0,0,retained
SRR13921545.1386,100,100,100,100,0,0,0,retained
SRR13921545.1387,100,100,100,100,0,0,0,retained
SRR13921545.1388,100,100,100,100,0,0,0,retained
SRR13921545.1389,100,100,100,100,0,0,0,retained
SRR13921545.1390,100,100,100,100,0,0,0,retained
SRR13921545.1391,100,100,100,100,0,0,0,retained
SRR13921545.1392,100,100,100,100,0,0,0,retained
SRR13921545.1393,100,100,100,100,0,0,0,retained
SRR13921545.1394,100,100,100,100,0,0,0,retained
SRR13921545.1395,100,100,100,100,0,0,0,retained
SRR13921545.1396,100,100,100,100,0,0,0,retained
SRR13921545.1397,100,100,100,100,0,0,0,retained
SRR13921545.1398,100,100,100,100,0,0,0,retained
SRR13921545.1399,100,100,100,100,0,0,0,retained
SRR13921545.1400,100,99,99,99,1,0,1,retained
SRR13921545.1401,100,100,100,100,0,0,0,retained
SRR13921545.1402,100,100,100,100,0,0,0,retained
SRR13921545.1403,100,100,100,100,0,0,0,retained
SRR13921545.1404,100,100,100,100,0,0,0,retained
SRR13921545.1405,100,100,100,100,0,0,0,retained
SRR13921545.1406,100,100,100,100,0,0,0,retained
SRR13921545.1407,100,100,100,100,0,0,0,retained
SRR13921545.1408,100,100,100,100,0,0,0,retained
SRR13921545.1409,100,100,100,100,0,0,0,retained
SRR13921545.1410,100,100,100,100,0,0,0,retained
SRR13921545.1411,100,100,100,100,0,0,0,retained
SRR13921545.1412,100,100,100,100,0,0,0,retained
SRR13921545.1413,100,98,98,98,2,0,2,retained
SRR13921545.1414,100,100,100,100,0,0,0,retained
SRR13921545.1415,100,100,100,100,0,0,0,retained
SRR13921545.1416,100,100,100,100,0,0,0,retained
SRR13921545.1417,100,100,100,100,0,0,0,retained
SRR13921545.1418,100,100,100,100,0,0,0,retained
SRR13921545.1419,100,100,100,100,0,0,0,retained
SRR13921545.1420,100,100,100,100,0,0,0,retained
SRR13921545.1421,100,100,100,100,0,0,0,retained
SRR13921545.1422,100,100,100,100,0,0,0,retained
SRR13921545.1423,100,100,100,100,0,0,0,retained
SRR13921545.1424,100,100,100,100,0,0,0,retained
SRR13921545.1425,100,100,100,100,0,0,0,retained
SRR13921545.1426,100,100,100,100,0,0,0,retained
SRR13921545.1427,100,100,100,100,0,0,0,retained
SRR13921545.1428,100,100,100,100,0,0,0,retained
SRR13921545.1429,100,100,100,100,0,0,0,retained
SRR13921545.1430,100,100,100,100,0,0,0,retained
SRR13921545.1431,100,100,100,100,0,0,0,retained
SRR13921545.1432,100,100,100,100,0,0,0,retained
SRR13921545.1433,100,100,100,100,0,0,0,retained
SRR13921545.1434,100,100,100,100,0,0,0,retained
SRR13921545.1435,100,100,100,100,0,0,0,retained
SRR13921545.1436,100,100,100,100,0,0,0,retained
SRR13921545.1437,100,100,100,100,0,0,0,retained
SRR13921545.1438,100,100,100,100,0,0,0,retained
SRR13921545.1439,100,100,100,100,0,0,0,retained
SRR13921545.1440,100,100,100,100,0,0,0,retained
SRR13921545.1441,100,100,100,100,0,0,0,retained
SRR13921545.1442,100,100,100,100,0,0,0,retained
SRR13921545.1443,100,100,100,100,0,0,0,retained
SRR13921545.1444,100,100,100,100,0,0,0,retained
SRR13921545.1445,100,100,100,100,0,0,0,retained
SRR13921545.1446,100,100,100,100,0,0,0,retained
SRR13921545.1447,100,100,100,100,0,0,0,retained
SRR13921545.1448,100,100,100,100,0,0,0,retained
SRR13921545.1449,100,100,100,100,0,0,0,retained
SRR13921545.1450,100,100,100,100,0,0,0,retained
SRR13921545.1451,100,100,100,100,0,0,0,retained
SRR13921545.1452,100,100,100,100,0,0,0,retained
SRR13921545.1453,100,100,100,100,0,0,0,retained
SRR13921545.1454,100,100,100,100,0,0,0,retained
SRR13921545.1455,100,100,100,100,0,0,0,retained
SRR13921545.1456,100,100,100,100,0,0,0,retained
SRR13921545.1457,100,100,100,100,0,0,0,retained
SRR13921545.1458,100,100,100,100,0,0,0,retained
SRR13921545.1459,100,100,100,100,0,0,0,retained
SRR13921545.1460,100,100,100,100,0,0,0,retained
SRR13921545.1461,100,100,100,100,0,0,0,retained
SRR13921545.1462,100,100,85,85,0,15,15,retained
SRR13921545.1463,100,100,100,100,0,0,0,retained
SRR13921545.1464,100,100,100,100,0,0,0,retained
SRR13921545.1465,100,100,100,100,0,0,0,retained
SRR13921545.1466,100,100,100,100,0,0,0,retained
SRR13921545.1467,100,100,100,100,0,0,0,retained
SRR13921545.1468,100,100,100,100,0,0,0,retained
SRR13921545.1469,100,100,100,100,0,0,0,retained
SRR13921545.1470,100,100,100,100,0,0,0,retained
SRR13921545.1471,100,100,100,100,0,0,0,retained
SRR13921545.1472,100,100,100,100,0,0,0,retained
SRR13921545.1473,100,100,100,100,0,0,0,retained
SRR13921545.1474,100,100,100,100,0,0,0,retained
SRR13921545.1475,100,100,100,100,0,0,0,retained
SRR13921545.1476,100,100,100,100,0,0,0,retained
SRR13921545.1477,100,100,100,100,0,0,0,retained
SRR13921545.1478,100,100,100,100,0,0,0,retained
SRR13921545.1479,100,100,100,100,0,0,0,retained
SRR13921545.1480,100,100,100,100,0,0,0,retained
SRR13921545.1481,100,100,100,100,0,0,0,retained
SRR13921545.1482,100,100,100,100,0,0,0,retained
SRR13921545.1483,100,100,100,100,0,0,0,retained
SRR13921545.1484,100,100,100,100,0,0,0,retained
SRR13921545.1485,100,100,100,100,0,0,0,retained
SRR13921545.1486,100,100,100,100,0,0,0,retained
SRR13921545.1487,100,100,100,100,0,0,0,retained
SRR13921545.1488,100,100,100,100,0,0,0,retained
SRR13921545.1489,100,100,100,100,0,0,0,retained
SRR13921545.1490,100,100,100,100,0,0,0,retained
SRR13921545.1491,100,100,100,100,0,0,0,retained
SRR13921545.1492,100,100,100,100,0,0,0,retained
SRR13921545.1493,100,100,100,100,0,0,0,retained
SRR13921545.1494,100,100,100,100,0,0,0,retained
SRR13921545.1495,100,100,100,100,0,0,0,retained
SRR13921545.1496,100,100,100,100,0,0,0,retained
SRR13921545.1497,100,100,100,100,0,0,0,retained
SRR13921545.1498,100,100,100,100,0,0,0,retained
SRR13921545.1499,100,100,100,100,0,0,0,retained
SRR13921545.1500,100,100,100,100,0,0,0,retained
SRR13921545.1501,100,100,100,100,0,0,0,retained
SRR13921545.1502,100,100,100,100,0,0,0,retained
SRR13921545.1503,100,100,100,100,0,0,0,retained
SRR13921545.1504,100,100,100,100,0,0,0,retained
SRR13921545.1505,100,100,100,100,0,0,0,retained
SRR13921545.1506,100,100,100,100,0,0,0,retained
SRR13921545.1507,100,100,100,100,0,0,0,retained
SRR13921545.1508,100,100,100,100,0,0,0,retained
SRR13921545.1509,100,100,100,100,0,0,0,retained
SRR13921545.1510,100,100,100,100,0,0,0,retained
SRR13921545.1511,100,100,100,100,0,0,0,retained
SRR13921545.1512,100,100,100,100,0,0,0,retained
SRR13921545.1513,100,100,100,100,0,0,0,retained
SRR13921545.1514,100,100,100,100,0,0,0,retained
SRR13921545.1515,100,100,100,100,0,0,0,retained
SRR13921545.1516,100,100,100,100,0,0,0,retained
SRR13921545.1517,100,100,100,100,0,0,0,retained
SRR13921545.1518,100,100,100,100,0,0,0,retained
SRR13921545.1519,100,100,100,100,0,0,0,retained
SRR13921545.1520,100,100,100,100,0,0,0,retained
SRR13921545.1521,100,100,100,100,0,0,0,retained
SRR13921545.1522,100,100,100,100,0,0,0,retained
SRR13921545.1523,100,100,100,100,0,0,0,retained
SRR13921545.1524,100,100,100,100,0,0,0,retained
SRR13921545.1525,100,97,97,97,3,0,3,retained
SRR13921545.1526,100,100,100,100,0,0,0,retained
SRR13921545.1527,100,100,100,100,0,0,0,retained
SRR13921545.1528,100,100,100,100,0,0,0,retained
SRR13921545.1529,100,100,100,100,0,0,0,retained
SRR13921545.1530,100,100,100,100,0,0,0,retained
SRR13921545.1531,100,100,100,100,0,0,0,retained
SRR13921545.1532,100,100,100,100,0,0,0,retained
SRR13921545.1533,100,100,100,100,0,0,0,retained
SRR13921545.1534,100,100,100,100,0,0,0,retained
SRR13921545.1535,100,100,100,100,0,0,0,retained
SRR13921545.1536,100,100,100,100,0,0,0,retained
SRR13921545.1537,100,100,100,100,0,0,0,retained
SRR13921545.1538,100,100,100,100,0,0,0,retained
SRR13921545.1539,100,100,100,100,0,0,0,retained
SRR13921545.1540,100,100,100,100,0,0,0,retained
SRR13921545.1541,100,100,100,100,0,0,0,retained
SRR13921545.1542,100,100,100,100,0,0,0,retained
SRR13921545.1543,100,100,58,58,0,42,42,discarded_too_short
SRR13921545.1544,100,100,100,100,0,0,0,retained
SRR13921545.1545,100,100,100,100,0,0,0,retained
SRR13921545.1546,100,100,100,100,0,0,0,retained
SRR13921545.1547,100,100,100,100,0,0,0,retained
SRR13921545.1548,100,100,100,100,0,0,0,retained
SRR13921545.1549,100,100,100,100,0,0,0,retained
SRR13921545.1550,100,100,100,100,0,0,0,retained
SRR13921545.1551,100,100,100,100,0,0,0,retained
SRR13921545.1552,100,100,100,100,0,0,0,retained
SRR13921545.1553,100,100,100,100,0,0,0,retained
SRR13921545.1554,100,100,100,100,0,0,0,retained
SRR13921545.1555,100,100,100,100,0,0,0,retained
SRR13921545.1556,100,100,100,100,0,0,0,retained
SRR13921545.1557,100,100,100,100,0,0,0,retained
SRR13921545.1558,100,100,100,100,0,0,0,retained
SRR13921545.1559,100,100,100,100,0,0,0,retained
SRR13921545.1560,100,100,100,100,0,0,0,retained
SRR13921545.1561,100,100,100,100,0,0,0,retained
SRR13921545.1562,100,100,100,100,0,0,0,retained
SRR13921545.1563,100,100,100,100,0,0,0,retained
SRR13921545.1564,100,100,100,100,0,0,0,retained
SRR13921545.1565,100,100,100,100,0,0,0,retained
SRR13921545.1566,100,100,100,100,0,0,0,retained
SRR13921545.1567,100,100,100,100,0,0,0,retained
SRR13921545.1568,100,100,100,100,0,0,0,retained
SRR13921545.1569,100,100,100,100,0,0,0,retained
SRR13921545.1570,100,100,100,100,0,0,0,retained
SRR13921545.1571,100,100,100,100,0,0,0,retained
SRR13921545.1572,100,100,100,100,0,0,0,retained
SRR13921545.1573,100,100,100,100,0,0,0,retained
SRR13921545.1574,100,100,100,100,0,0,0,retained
SRR13921545.1575,100,100,100,100,0,0,0,retained
SRR13921545.1576,100,99,99,99,1,0,1,retained
SRR13921545.1577,100,100,100,100,0,0,0,retained
SRR13921545.1578,100,100,100,100,0,0,0,retained
SRR13921545.1579,100,100,100,100,0,0,0,retained
SRR13921545.1580,100,100,100,100,0,0,0,retained
SRR13921545.1581,100,100,100,100,0,0,0,retained
SRR13921545.1582,100,100,100,100,0,0,0,retained
SRR13921545.1583,100,100,100,100,0,0,0,retained
SRR13921545.1584,100,100,100,100,0,0,0,retained
SRR13921545.1585,100,100,100,100,0,0,0,retained
SRR13921545.1586,100,100,100,100,0,0,0,retained
SRR13921545.1587,100,100,100,100,0,0,0,retained
SRR13921545.1588,100,99,99,99,1,0,1,retained
SRR13921545.1589,100,100,100,100,0,0,0,retained
SRR13921545.1590,100,100,100,100,0,0,0,retained
SRR13921545.1591,100,100,100,100,0,0,0,retained
SRR13921545.1592,100,100,100,100,0,0,0,retained
SRR13921545.1593,100,100,100,100,0,0,0,retained
SRR13921545.1594,100,100,100,100,0,0,0,retained
SRR13921545.1595,100,100,100,100,0,0,0,retained
SRR13921545.1596,100,100,100,100,0,0,0,retained
SRR13921545.1597,100,100,100,100,0,0,0,retained
SRR13921545.1598,100,100,100,100,0,0,0,retained
SRR13921545.1599,100,100,100,100,0,0,0,retained
SRR13921545.1600,100,100,100,100,0,0,0,retained
SRR13921545.1601,100,100,100,100,0,0,0,retained
SRR13921545.1602,100,100,100,100,0,0,0,retained
SRR13921545.1603,100,100,100,100,0,0,0,retained
SRR13921545.1604,100,100,100,100,0,0,0,retained
SRR13921545.1605,100,100,100,100,0,0,0,retained
SRR13921545.1606,100,100,100,100,0,0,0,retained
SRR13921545.1607,100,100,100,100,0,0,0,retained
SRR13921545.1608,100,100,100,100,0,0,0,retained
SRR13921545.1609,100,100,100,100,0,0,0,retained
SRR13921545.1610,100,100,100,100,0,0,0,retained
SRR13921545.1611,100,100,100,100,0,0,0,retained
SRR13921545.1612,100,100,100,100,0,0,0,retained
SRR13921545.1613,100,100,100,100,0,0,0,retained
SRR13921545.1614,100,100,100,100,0,0,0,retained
SRR13921545.1615,100,100,100,100,0,0,0,retained
SRR13921545.1616,100,100,100,100,0,0,0,retained
SRR13921545.1617,100,100,100,100,0,0,0,retained
SRR13921545.1618,100,100,100,100,0,0,0,retained
SRR13921545.1619,100,100,100,100,0,0,0,retained
SRR13921545.1620,100,100,100,100,0,0,0,retained
SRR13921545.1621,100,100,100,100,0,0,0,retained
SRR13921545.1622,100,100,100,100,0,0,0,retained
SRR13921545.1623,100,100,100,100,0,0,0,retained
SRR13921545.1624,100,100,100,100,0,0,0,retained
